match_id,tournament_id,venue_id,match_date,team_1,team_2,toss_winner,toss_decision,batting_team,chasing_team,player_of_match,match_winner,match_win_by_runs,match_win_by_wickets,highlights_url,match_url,match_description
585,5,15,['2013-04-20'],52,534,52,bat,52,534,2481,534,NA,4,NA,NA,NA
586,5,14,['2013-04-20'],283,423,283,field,423,283,3019,283,NA,7,NA,NA,NA
587,5,33,['2013-04-21'],403,533,533,bat,533,403,2829,403,NA,9,NA,NA,NA
588,5,19,['2013-04-21'],239,95,239,field,95,239,8553,239,NA,7,NA,NA,NA
589,5,32,['2013-04-22'],534,423,423,bat,423,534,7421,534,NA,5,NA,NA,NA
590,5,14,['2013-04-23'],283,95,95,field,283,95,9246,283,130,NA,NA,NA,NA
591,5,26,['2013-05-16'],239,403,403,field,239,403,8553,239,7,NA,NA,NA,NA
592,5,15,['2013-04-24'],52,533,52,bat,52,533,9429,533,NA,5,NA,NA,NA
593,5,32,['2013-04-25'],534,26,26,bat,26,534,2235,534,NA,5,NA,NA,NA
594,5,15,['2013-04-26'],52,239,239,bat,239,52,8637,52,NA,6,NA,NA,NA
595,5,31,['2013-04-27'],423,26,26,bat,26,423,7439,423,NA,8,NA,NA,NA
596,5,4,['2013-04-27'],533,283,533,bat,533,283,9429,533,58,NA,NA,NA,NA
597,5,32,['2013-04-28'],534,52,52,field,534,52,7421,534,14,NA,NA,NA,NA
598,5,30,['2013-04-28'],403,95,95,field,403,95,8038,403,15,NA,NA,NA,NA
599,5,31,['2013-04-29'],423,283,423,field,283,423,2926,423,NA,4,NA,NA,NA
600,5,4,['2013-04-29'],533,239,533,bat,533,239,2818,533,4,NA,NA,NA,NA
601,5,17,['2013-04-30'],95,534,534,bat,534,95,2235,534,37,NA,NA,NA,NA
602,5,21,['2013-05-01'],26,533,533,bat,533,26,2753,26,NA,7,NA,NA,NA
603,5,30,['2013-05-01'],403,52,52,bat,52,403,8038,403,NA,7,NA,NA,NA
604,5,32,['2013-05-02'],534,239,534,bat,534,239,2969,534,15,NA,NA,NA,NA
605,5,17,['2013-05-02'],95,283,283,bat,283,95,8304,283,17,NA,NA,NA,NA
606,5,15,['2013-05-03'],52,423,423,bat,423,52,2759,52,NA,8,NA,NA,NA
607,5,21,['2013-05-04'],26,403,403,bat,403,26,5189,26,NA,6,NA,NA,NA
608,5,14,['2013-05-14'],283,239,239,field,283,239,7504,239,NA,7,NA,NA,NA
609,5,4,['2013-05-05'],533,534,533,bat,533,534,7608,533,60,NA,NA,NA,NA
610,5,31,['2013-05-05'],423,95,95,bat,95,423,2975,423,NA,5,NA,NA,NA
611,5,14,['2013-04-09'],283,26,26,bat,26,283,2422,283,NA,7,NA,NA,NA
612,5,31,['2013-05-07'],423,403,403,bat,403,423,2975,423,NA,9,NA,NA,NA
613,5,4,['2013-05-07'],533,52,533,bat,533,52,2998,533,65,NA,NA,NA,NA
614,5,21,['2013-05-08'],26,534,26,field,534,26,2969,534,77,NA,NA,NA,NA
615,5,19,['2013-05-09'],239,423,423,field,239,423,9173,423,NA,8,NA,NA,NA
616,5,17,['2013-05-09'],95,52,52,bat,52,95,2364,52,46,NA,NA,NA,NA
617,5,33,['2013-05-10'],403,283,403,field,283,403,3013,283,4,NA,NA,NA,NA
618,5,17,['2013-05-11'],95,533,95,bat,95,533,7608,533,NA,5,NA,NA,NA
619,5,19,['2013-05-11'],239,26,239,field,26,239,2783,26,30,NA,NA,NA,NA
620,5,29,['2013-05-12'],52,283,52,field,283,52,8637,52,NA,5,NA,NA,NA
621,5,31,['2013-05-12'],423,534,423,field,534,423,8034,423,NA,5,NA,NA,NA
622,5,33,['2013-04-23'],403,239,239,field,403,239,1628,239,NA,5,NA,NA,NA
623,5,4,['2013-05-13'],533,26,26,bat,26,533,9370,533,NA,7,NA,NA,NA
624,5,29,['2013-05-15'],52,95,52,field,95,52,2870,95,7,NA,NA,NA,NA
625,5,32,['2013-05-14'],534,403,534,bat,534,403,2235,534,33,NA,NA,NA,NA
626,5,4,['2013-05-15'],533,423,423,field,533,423,3002,533,14,NA,NA,NA,NA
627,5,19,['2013-05-06'],239,283,239,field,283,239,8553,239,NA,6,NA,NA,NA
628,5,21,['2013-05-17'],26,423,26,bat,26,423,2545,26,23,NA,NA,NA,NA
629,5,26,['2013-05-18'],239,533,533,field,239,533,3049,239,50,NA,NA,NA,NA
630,5,17,['2013-05-19'],95,403,95,bat,95,403,6935,95,38,NA,NA,NA,NA
631,5,14,['2013-05-18'],283,534,534,field,283,534,2422,283,24,NA,NA,NA,NA
632,5,21,['2013-05-19'],26,52,52,bat,52,26,2783,26,NA,5,NA,NA,NA
633,5,33,['2013-05-21'],534,533,534,bat,534,533,7421,534,48,NA,NA,NA,NA
634,5,33,['2013-05-22'],423,26,26,bat,26,423,7484,423,NA,4,NA,NA,NA
635,5,15,['2013-05-24'],533,423,423,bat,423,533,2391,533,NA,4,NA,NA,NA
636,5,15,['2013-05-26'],534,533,533,bat,533,534,9370,533,23,NA,NA,NA,NA
637,5,9,['2014-04-16'],533,52,52,bat,52,533,8637,52,41,NA,NA,NA,NA
638,5,10,['2014-04-17'],403,283,283,field,403,283,2288,283,NA,8,NA,NA,NA
639,5,9,['2014-04-18'],534,239,534,bat,534,239,7624,239,NA,6,NA,NA,NA
640,5,9,['2014-04-18'],26,423,423,field,26,423,2975,423,NA,4,NA,NA,NA
641,5,20,['2014-04-19'],283,533,283,field,533,283,2783,283,NA,7,NA,NA,NA
642,5,20,['2014-04-19'],52,403,52,bat,52,403,8272,403,NA,4,NA,NA,NA
643,5,10,['2014-04-20'],423,239,239,field,423,239,7624,239,NA,7,NA,NA,NA
644,5,9,['2014-04-21'],534,403,534,bat,534,403,2969,534,93,NA,NA,NA,NA
645,5,10,['2014-04-22'],239,26,26,field,239,26,7624,239,72,NA,NA,NA,NA
646,5,20,['2014-04-23'],423,534,423,field,534,423,2481,534,7,NA,NA,NA,NA
647,5,10,['2014-04-24'],283,52,283,field,52,283,7672,52,2,NA,NA,NA,NA
648,5,20,['2014-04-25'],26,403,26,bat,26,403,7422,26,4,NA,NA,NA,NA
649,5,20,['2014-04-25'],534,533,533,bat,533,534,2747,534,NA,7,NA,NA,NA
650,5,9,['2014-04-26'],423,283,423,field,283,423,3006,423,NA,6,NA,NA,NA
651,5,9,['2014-04-26'],52,239,52,field,239,52,2919,239,23,NA,NA,NA,NA
652,5,10,['2014-04-27'],403,533,533,bat,533,403,2563,403,NA,6,NA,NA,NA
653,5,10,['2014-04-27'],26,534,26,bat,26,534,9429,534,NA,5,NA,NA,NA
654,5,20,['2014-04-28'],239,283,239,field,283,239,2919,239,NA,5,NA,NA,NA
655,5,9,['2014-04-29'],52,423,423,bat,423,52,7439,TIE,NA,NA,NA,NA,NA
656,5,20,['2014-04-30'],533,26,533,field,26,533,2401,26,15,NA,NA,NA,NA
657,5,29,['2014-05-02'],534,52,534,bat,534,52,2481,534,34,NA,NA,NA,NA
658,5,4,['2014-05-03'],533,239,239,bat,239,533,1674,533,NA,5,NA,NA,NA
659,5,33,['2014-05-03'],403,423,423,field,403,423,2620,423,NA,7,NA,NA,NA
660,5,14,['2014-05-04'],283,26,283,field,26,283,8304,283,NA,4,NA,NA,NA
661,5,22,['2014-05-05'],423,52,52,field,423,52,3006,423,10,NA,NA,NA,NA
662,5,33,['2014-05-05'],403,534,534,field,403,534,9429,534,NA,8,NA,NA,NA
663,5,4,['2014-05-06'],533,283,283,field,533,283,2818,533,19,NA,NA,NA,NA
664,5,33,['2014-05-07'],403,52,403,bat,403,52,2364,52,NA,8,NA,NA,NA
665,5,12,['2014-05-07'],239,534,534,field,239,534,7624,239,44,NA,NA,NA,NA
666,5,22,['2014-05-08'],423,26,423,field,26,423,2401,26,32,NA,NA,NA,NA
667,5,14,['2014-05-09'],283,239,283,field,239,283,2919,239,32,NA,NA,NA,NA
668,5,33,['2014-05-10'],403,26,26,field,403,26,8845,26,NA,8,NA,NA,NA
669,5,4,['2014-05-10'],533,534,534,field,533,534,9429,534,NA,4,NA,NA,NA
670,5,12,['2014-05-11'],239,52,52,field,239,52,2364,52,NA,9,NA,NA,NA
671,5,14,['2014-05-11'],283,423,283,bat,283,423,7439,423,NA,5,NA,NA,NA
672,5,21,['2014-05-12'],26,533,26,bat,26,533,2864,533,NA,7,NA,NA,NA
673,5,29,['2014-05-13'],534,423,423,bat,423,534,2481,534,NA,5,NA,NA,NA
674,5,14,['2014-05-13'],283,403,403,field,283,403,3273,283,16,NA,NA,NA,NA
675,5,21,['2014-05-14'],26,239,239,field,26,239,2954,239,NA,6,NA,NA,NA
676,5,12,['2014-05-14'],52,533,52,field,533,52,3009,52,NA,6,NA,NA,NA
677,5,22,['2014-05-15'],423,403,403,field,423,403,2975,423,62,NA,NA,NA,NA
678,5,29,['2014-05-18'],534,283,534,bat,534,283,8304,283,NA,5,NA,NA,NA
679,5,21,['2014-05-18'],26,52,26,bat,26,52,3286,52,NA,7,NA,NA,NA
680,5,22,['2014-05-19'],423,533,533,bat,533,423,7421,533,25,NA,NA,NA,NA
681,5,33,['2014-05-19'],403,239,239,field,403,239,2801,239,NA,4,NA,NA,NA
682,5,21,['2014-05-20'],26,283,283,bat,283,26,8038,26,NA,7,NA,NA,NA
683,5,15,['2014-05-20'],52,534,52,field,534,52,3009,52,NA,8,NA,NA,NA
684,5,19,['2014-05-21'],239,533,533,field,239,533,9435,533,NA,7,NA,NA,NA
685,5,15,['2014-05-22'],52,283,283,field,52,283,3009,52,30,NA,NA,NA,NA
686,5,29,['2014-05-22'],534,26,26,field,534,26,8038,26,NA,6,NA,NA,NA
687,5,4,['2014-05-23'],533,403,403,field,533,403,7421,533,15,NA,NA,NA,NA
688,5,19,['2014-05-23'],239,423,423,field,239,423,7653,239,16,NA,NA,NA,NA
689,5,14,['2014-05-24'],283,534,534,field,283,534,2235,534,NA,8,NA,NA,NA
690,5,15,['2014-05-24'],52,26,52,field,26,52,2759,52,NA,4,NA,NA,NA
691,5,19,['2014-05-25'],239,403,239,field,403,239,3016,239,NA,7,NA,NA,NA
692,5,4,['2014-05-25'],533,423,533,field,423,533,1674,533,NA,5,NA,NA,NA
693,5,15,"['2014-05-27,2014-05-28']",239,52,239,field,52,239,3286,52,28,NA,NA,NA,NA
694,5,11,['2014-05-28'],534,533,534,field,533,534,2969,534,NA,7,NA,NA,NA
695,5,4,['2014-05-30'],534,239,534,field,239,534,2829,239,24,NA,NA,NA,NA
696,5,14,['2014-06-01'],52,239,52,field,239,52,2870,52,NA,3,NA,NA,NA
697,5,15,['2015-04-08'],52,533,52,field,533,52,8503,52,NA,7,NA,NA,NA
698,5,32,['2015-04-09'],534,403,403,field,534,403,2603,534,1,NA,NA,NA,NA
699,5,3,['2015-04-10'],239,423,239,field,423,239,7439,423,26,NA,NA,NA,NA
700,5,32,['2015-04-11'],534,26,534,bat,534,26,1916,534,45,NA,NA,NA,NA
701,5,15,['2015-04-11'],52,283,283,field,52,283,9246,283,NA,3,NA,NA,NA
702,5,33,['2015-04-12'],403,423,423,field,403,423,2373,423,NA,3,NA,NA,NA
703,5,4,['2015-04-12'],533,239,533,field,239,533,7271,239,18,NA,NA,NA,NA
704,5,14,['2015-04-13'],283,26,26,field,283,26,8038,26,NA,8,NA,NA,NA
705,5,22,['2015-04-14'],423,533,533,bat,533,423,7901,423,NA,7,NA,NA,NA
706,5,15,['2015-04-30'],52,534,52,field,534,52,9394,52,NA,7,NA,NA,NA
707,5,3,['2015-04-15'],239,403,239,bat,239,403,2148,403,NA,5,NA,NA,NA
708,5,24,['2015-04-16'],26,423,423,field,26,423,2975,423,NA,6,NA,NA,NA
709,5,4,['2015-04-17'],533,534,533,bat,533,534,2603,534,NA,6,NA,NA,NA
710,5,24,['2015-04-18'],26,403,403,bat,403,26,8272,403,4,NA,NA,NA,NA
711,5,3,['2015-04-18'],239,52,52,field,239,52,9394,52,NA,4,NA,NA,NA
712,5,22,['2015-04-19'],423,534,534,bat,534,423,2975,423,NA,8,NA,NA,NA
713,5,14,['2015-04-19'],283,533,283,field,533,283,2391,533,18,NA,NA,NA,NA
714,5,33,['2015-04-20'],403,52,52,field,403,52,3286,52,NA,6,NA,NA,NA
715,5,22,['2015-04-21'],423,239,239,field,423,239,7653,TIE,NA,NA,NA,NA,NA
716,5,24,['2015-04-22'],26,52,52,field,26,52,8038,26,16,NA,NA,NA,NA
717,5,14,['2015-04-22'],283,534,283,field,534,283,2969,534,27,NA,NA,NA,NA
718,5,33,['2015-04-23'],403,533,533,field,403,533,2413,403,37,NA,NA,NA,NA
719,5,22,['2015-04-24'],423,283,283,field,423,283,7878,283,NA,9,NA,NA,NA
720,5,4,['2015-04-25'],533,26,533,bat,533,26,4634,533,20,NA,NA,NA,NA
721,5,32,['2015-04-25'],534,239,534,bat,534,239,1916,534,97,NA,NA,NA,NA
722,5,33,['2015-04-26'],403,283,283,field,403,283,2177,283,NA,10,NA,NA,NA
723,5,19,['2015-04-27'],239,26,239,field,26,239,1698,26,20,NA,NA,NA,NA
724,5,15,['2015-05-07'],52,403,52,bat,52,403,2258,52,13,NA,NA,NA,NA
725,5,14,['2015-04-29'],283,423,423,field,283,423,NA,NA,NA,NA,NA,NA,NA
726,5,32,['2015-04-28'],534,52,52,field,534,52,9129,534,2,NA,NA,NA,NA
727,5,33,['2015-05-01'],403,239,403,field,239,403,7283,403,NA,9,NA,NA,NA
728,5,4,['2015-05-01'],533,423,423,field,533,423,2864,533,8,NA,NA,NA,NA
729,5,14,['2015-05-02'],283,52,283,field,52,283,2571,283,NA,7,NA,NA,NA
730,5,21,['2015-05-02'],26,534,534,field,26,534,8038,26,22,NA,NA,NA,NA
731,5,19,['2015-05-03'],239,533,533,bat,533,239,9435,533,23,NA,NA,NA,NA
732,5,11,['2015-05-03'],423,403,403,field,423,403,2975,423,14,NA,NA,NA,NA
733,5,32,['2015-05-04'],534,283,534,bat,534,283,2969,534,24,NA,NA,NA,NA
734,5,15,['2015-05-04'],52,26,26,field,52,26,3286,52,35,NA,NA,NA,NA
735,5,4,['2015-05-05'],533,403,403,bat,403,533,2391,533,NA,5,NA,NA,NA
736,5,14,['2015-05-06'],283,239,239,field,283,239,9246,283,138,NA,NA,NA,NA
737,5,11,['2015-05-07'],423,26,423,field,26,423,94,26,7,NA,NA,NA,NA
738,5,32,['2015-05-08'],534,533,534,bat,534,533,2855,533,NA,6,NA,NA,NA
739,5,15,['2015-05-09'],52,239,239,bat,239,52,9394,52,NA,1,NA,NA,NA
740,5,30,['2015-05-09'],403,26,26,bat,26,403,7511,26,6,NA,NA,NA,NA
741,5,4,['2015-05-10'],533,283,283,bat,283,533,8304,283,39,NA,NA,NA,NA
742,5,32,['2015-05-10'],534,423,534,bat,534,423,2481,534,12,NA,NA,NA,NA
743,5,21,['2015-05-11'],26,239,26,bat,26,239,8038,26,5,NA,NA,NA,NA
744,5,30,['2015-05-12'],403,534,534,bat,534,403,2451,403,NA,6,NA,NA,NA
745,5,19,['2015-05-13'],239,283,283,field,239,283,2801,239,22,NA,NA,NA,NA
746,5,4,['2015-05-14'],533,52,52,field,533,52,2855,533,5,NA,NA,NA,NA
747,5,21,['2015-05-15'],26,283,26,bat,26,283,2422,283,NA,6,NA,NA,NA
748,5,19,['2015-05-16'],239,534,239,bat,239,534,2604,534,NA,7,NA,NA,NA
749,5,11,['2015-05-16'],423,52,423,bat,423,52,8034,423,9,NA,NA,NA,NA
750,5,14,['2015-05-17'],283,403,283,field,403,283,NA,NA,NA,NA,NA,NA,NA
751,5,21,['2015-05-17'],26,533,26,bat,26,533,1917,533,NA,9,NA,NA,NA
752,5,4,['2015-05-19'],534,533,533,bat,533,534,9370,533,25,NA,NA,NA,NA
753,5,3,['2015-05-20'],283,423,283,bat,283,423,8304,283,71,NA,NA,NA,NA
754,5,29,['2015-05-22'],534,283,534,field,283,534,2603,534,NA,3,NA,NA,NA
755,5,15,['2015-05-24'],533,534,534,field,533,534,2818,533,41,NA,NA,NA,NA
756,5,4,['2016-04-09'],533,488,533,bat,533,488,2975,488,NA,9,NA,NA,NA
757,5,15,['2016-04-10'],52,403,52,field,403,52,9394,52,NA,9,NA,NA,NA
758,5,19,['2016-04-11'],239,550,550,field,239,550,7422,550,NA,5,NA,NA,NA
759,5,14,['2016-04-12'],283,26,26,field,283,26,8304,283,45,NA,NA,NA,NA
760,5,15,['2016-04-13'],52,533,533,field,52,533,2818,533,NA,6,NA,NA,NA
761,5,2,['2016-04-14'],550,488,488,bat,488,550,7422,550,NA,7,NA,NA,NA
762,5,33,['2016-04-15'],403,239,403,field,239,403,2545,403,NA,8,NA,NA,NA
763,5,21,['2016-04-16'],26,52,26,bat,26,52,2364,52,NA,8,NA,NA,NA
764,5,4,['2016-04-16'],533,550,550,field,533,550,7422,550,NA,3,NA,NA,NA
765,5,19,['2016-04-17'],239,488,488,bat,488,239,3016,239,NA,6,NA,NA,NA
766,5,14,['2016-04-17'],283,403,403,field,283,403,8310,403,NA,7,NA,NA,NA
767,5,21,['2016-04-18'],26,533,26,field,533,26,8038,26,NA,7,NA,NA,NA
768,5,19,['2016-04-19'],239,52,52,field,239,52,3009,52,NA,6,NA,NA,NA
769,5,4,['2016-04-20'],533,283,533,field,283,533,2818,533,NA,6,NA,NA,NA
770,5,2,['2016-04-21'],550,26,26,field,550,26,2401,26,NA,10,NA,NA,NA
771,5,3,['2016-04-22'],488,283,488,field,283,488,8304,283,13,NA,NA,NA,NA
772,5,33,['2016-04-23'],403,533,533,field,403,533,2926,403,10,NA,NA,NA,NA
773,5,21,['2016-04-23'],26,239,26,field,239,26,876,26,NA,5,NA,NA,NA
774,5,2,['2016-04-24'],550,283,283,bat,283,550,2422,550,NA,6,NA,NA,NA
775,5,3,['2016-04-24'],488,52,52,field,488,52,3291,52,NA,2,NA,NA,NA
776,5,19,['2016-04-25'],239,533,239,field,533,239,2783,533,25,NA,NA,NA,NA
777,5,21,['2016-04-26'],26,488,488,field,26,488,2226,488,34,NA,NA,NA,NA
778,5,33,['2016-04-27'],403,550,403,field,550,403,8501,550,1,NA,NA,NA,NA
779,5,4,['2016-04-28'],533,52,533,field,52,533,2818,533,NA,6,NA,NA,NA
780,5,3,['2016-04-29'],488,550,550,field,488,550,9429,550,NA,3,NA,NA,NA
781,5,33,['2016-04-30'],403,52,52,field,403,52,9132,403,27,NA,NA,NA,NA
782,5,21,['2016-04-30'],26,283,283,field,26,283,8038,26,15,NA,NA,NA,NA
783,5,2,['2016-05-01'],550,239,550,field,239,550,2801,239,23,NA,NA,NA,NA
784,5,3,['2016-05-01'],488,533,533,field,488,533,2818,533,NA,8,NA,NA,NA
785,5,14,['2016-05-02'],283,52,52,field,283,52,9394,52,NA,5,NA,NA,NA
786,5,2,['2016-05-03'],550,403,403,field,550,403,2852,403,NA,8,NA,NA,NA
787,5,15,['2016-05-04'],52,239,239,field,52,239,9394,52,7,NA,NA,NA,NA
788,5,33,['2016-05-05'],403,488,488,field,403,488,2975,488,NA,7,NA,NA,NA
789,5,21,['2016-05-06'],26,550,26,field,550,26,2401,26,NA,5,NA,NA,NA
790,5,14,['2016-05-07'],283,488,283,field,488,283,2422,283,NA,7,NA,NA,NA
791,5,19,['2016-05-07'],239,403,403,field,239,403,7861,239,9,NA,NA,NA,NA
792,5,24,['2016-05-08'],533,26,533,field,26,533,2603,26,85,NA,NA,NA,NA
793,5,15,['2016-05-08'],52,550,550,field,52,550,186,550,NA,5,NA,NA,NA
794,5,19,['2016-05-09'],239,283,239,field,283,239,8034,283,1,NA,NA,NA,NA
795,5,24,['2016-05-10'],488,26,26,bat,26,488,197,26,4,NA,NA,NA,NA
796,5,14,['2016-05-11'],283,533,533,field,283,533,2854,533,NA,6,NA,NA,NA
797,5,21,['2016-05-12'],26,403,403,field,26,403,8501,403,NA,7,NA,NA,NA
798,5,24,['2016-05-13'],533,239,533,bat,533,239,7861,239,NA,7,NA,NA,NA
799,5,14,['2016-05-14'],283,550,550,field,283,550,8304,283,144,NA,NA,NA,NA
800,5,15,['2016-05-14'],52,488,488,bat,488,52,2759,52,NA,8,NA,NA,NA
801,5,19,['2016-05-15'],239,26,239,bat,239,26,8127,26,NA,7,NA,NA,NA
802,5,24,['2016-05-15'],533,403,403,field,533,403,2854,533,80,NA,NA,NA,NA
803,5,15,['2016-05-16'],52,283,283,field,52,283,2422,283,NA,9,NA,NA,NA
804,5,24,['2016-05-17'],488,403,488,field,403,488,2226,488,19,NA,NA,NA,NA
805,5,14,['2016-05-18'],283,239,239,field,283,239,2422,283,82,NA,NA,NA,NA
806,5,1,['2016-05-19'],550,52,550,field,52,550,9429,550,NA,6,NA,NA,NA
807,5,30,['2016-05-20'],403,26,403,field,26,403,2620,403,NA,6,NA,NA,NA
808,5,24,['2016-05-21'],488,239,239,bat,239,488,2235,488,NA,4,NA,NA,NA
809,5,1,['2016-05-21'],550,533,550,field,533,550,2969,550,NA,6,NA,NA,NA
810,5,15,['2016-05-22'],52,26,26,field,52,26,2759,52,22,NA,NA,NA,NA
811,5,30,['2016-05-22'],403,283,283,field,403,283,2422,283,NA,6,NA,NA,NA
812,5,14,['2016-05-24'],550,283,283,field,550,283,8304,283,NA,4,NA,NA,NA
813,5,33,['2016-05-25'],26,52,52,field,26,52,7511,26,22,NA,NA,NA,NA
814,5,33,['2016-05-27'],550,26,26,field,550,26,8038,26,NA,4,NA,NA,NA
815,5,14,['2016-05-29'],283,26,26,bat,26,283,7256,26,8,NA,NA,NA,NA
